type,rank_group,rank_absolute,domain,title,url,contact_url,hotel_rating,price_level,snippet,address,place_id,phone,main_image,total_photos,category,additional_categories,category_ids,feature_id,cid,latitude,longitude,is_claimed,local_justifications,is_directory_item,rating_rating_type,rating_value,rating_votes_count,rating_rating_max,rating_distribution_1,rating_distribution_2,rating_distribution_3,rating_distribution_4,rating_distribution_5,address_info_borough,address_info_address,address_info_city,address_info_zip,address_info_region,address_info_country_code,work_hours_timetable_sunday,work_hours_timetable_monday,work_hours_timetable_tuesday,work_hours_timetable_wednesday,work_hours_timetable_thursday,work_hours_timetable_friday,work_hours_timetable_saturday,work_hours_current_status,work_hours_timetable,rating,rating_distribution
maps_search,11,11,,Kinbu Senior High Technical School,,,,,"Kinbu Street, Accra","Kinbu Street, Accra",ChIJ2RsljJeQ3w8ROFpKcEfsu4M,+233303425632,https://lh5.googleusercontent.com/p/AF1QipMiUTzxhiKPy_IdgqaEYfVPqlwBmEFN8p3UBL1d=w426-h240-k-no,99.0,Senior high school,,['senior_high_school'],0xfdf90978c251bd9:0x83bbec47704a5a38,9492440431184206392,5.551124499999999,-0.2045363,True,,False,Max5,4.1,83.0,,6.0,5.0,7.0,20.0,45.0,Osu Klottey,Kinbu Street,Accra,,,GH,,"[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]",,open,,,
maps_search,12,12,,Accra Academy,,,,,"Dr. Busia Hwy, Accra","Dr. Busia Hwy, Accra",ChIJ____P8KZ3w8RBRGuir-ce2Q,+233302221721,https://lh5.googleusercontent.com/p/AF1QipMwGXrQ5kiN9XQPSSn0CPwr5CH14L1Sv7oqN7-i=w408-h306-k-no,376.0,Senior high school,"['High school', 'School']","['senior_high_school', 'high_school', 'school']",0xfdf99c23fffffff:0x647b9cbf8aae1105,7240553172407554309,5.5715232,-0.24381719999999998,True,,False,Max5,4.5,435.0,,23.0,6.0,22.0,64.0,320.0,Okaikoi South,Dr. Busia Hwy,Accra,,,GH,,"[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 15, 'minute': 30}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 15, 'minute': 30}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 15, 'minute': 30}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 15, 'minute': 30}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 15, 'minute': 30}}]",,open,,,
maps_search,13,13,,Accra Wesley Girls' High School,,,,,"Near Thomas Clegg Methodist Church, Accra","Near Thomas Clegg Methodist Church, Accra",ChIJOaSqtl2Z3w8R4QvTdVkY-rM,+233302243639,https://lh5.googleusercontent.com/p/AF1QipPhgf458ElWD-Y-jCc88RvZurjWL2SsuB64ENlI=w408-h306-k-no,75.0,Senior high school,,['senior_high_school'],0xfdf995db6aaa439:0xb3fa185975d30be1,12968704849474685921,5.5672444,-0.2302912,True,,False,Max5,4.0,30.0,,3.0,2.0,3.0,5.0,17.0,Okaikoi South,Near Thomas Clegg Methodist Church,Accra,,,GH,,"[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]",,open,,,
maps_search,14,14,,"Presbyterian Senior High School, Osu",,,,,"HR47+5V7 Eben-ezer Presbyterian Church, Salem Ave, Accra","HR47+5V7 Eben-ezer Presbyterian Church, Salem Ave, Accra",ChIJKRpLU3yQ3w8ReewgMzWj-IY,+233502288449,https://lh5.googleusercontent.com/p/AF1QipNEY1BBk40vSXcH6Uiv-7HwhDR7xESn15K7K-Sk=w408-h306-k-no,20.0,Senior high school,,['senior_high_school'],0xfdf907c534b1a29:0x86f8a3353320ec79,9725702844192975993,5.5554128,-0.1853414,False,,False,Max5,4.4,45.0,,1.0,0.0,8.0,9.0,27.0,Osu Klottey,"HR47+5V7 Eben-ezer Presbyterian Church, Salem Ave",Accra,,,GH,,"[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]","[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]","[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]","[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]","[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 30}}]",open,,,
maps_search,15,15,,La Presbyterian Senior High School,,,,,"HR6Q+PMX, By Pass Rd, Accra","HR6Q+PMX, By Pass Rd, Accra",ChIJM0R5iKea3w8RwgBReHr3MNI,+233307288778,https://lh5.googleusercontent.com/p/AF1QipNh6NNya7fsxB_uzD_XdJZsYgnClpkUHHT_Pbrv=w408-h544-k-no,14.0,Senior high school,,['senior_high_school'],0xfdf9aa788794433:0xd230f77a785100c2,15145877652223623362,5.5618701999999995,-0.160764,False,,False,Max5,3.9,87.0,,7.0,5.0,15.0,22.0,38.0,Kpeshie,"HR6Q+PMX, By Pass Rd",Accra,,,GH,,,,,,,,close,,,
maps_search,16,16,,St Margaret Mary Senior High,,,,,"HP6J+36C, Accra","HP6J+36C, Accra",ChIJZ1zFvIeX3w8Rr-JH0sj1l-8,+233556384254,https://lh5.googleusercontent.com/p/AF1QipPoVuQtdH9TZeM6cRB0njD7o7Py-t4uRe2xMZkz=w408-h306-k-no,13.0,Senior high school,,['senior_high_school'],0xfdf9787bcc55c67:0xef97f5c8d247e2af,17264537939418276527,5.5601878,-0.2694812,False,,False,Max5,4.6,55.0,,1.0,2.0,1.0,11.0,40.0,Ablekuma,HP6J+36C,Accra,,,GH,,,,,,,,close,,,
maps_search,17,17,,Wesley Grammar Senior High School,,,,,"13 Dansoman Rd, Accra","13 Dansoman Rd, Accra",ChIJX1ZR5NKZ3w8R50A4ccd2SuA,+233302301040,https://lh5.googleusercontent.com/p/AF1QipOjl4FTjG1mMmrptIxUkIaZ_Q_wuTXxZLgFZ10E=w408-h278-k-no,63.0,Senior high school,['High school'],"['senior_high_school', 'high_school']",0xfdf99d2e451565f:0xe04a76c7713840e7,16161860811742527719,5.5700180999999995,-0.2604103,False,,False,Max5,4.2,125.0,,12.0,6.0,8.0,20.0,79.0,Ablekuma,13 Dansoman Rd,Accra,,,GH,,"[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 18, 'minute': 0}}]","[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 18, 'minute': 0}}]","[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 18, 'minute': 0}}]","[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 18, 'minute': 0}}]","[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 18, 'minute': 0}}]","[{'open': {'hour': 6, 'minute': 0}, 'close': {'hour': 18, 'minute': 0}}]",open,,,
maps_search,18,18,www.tinasco.org,"Hudai Tiwnkli International Senior High School, TINASCO",http://www.tinasco.org/,,,,"E Kanda Rd, Accra","E Kanda Rd, Accra",ChIJ76L5kv6b3w8RdNF1VigkVUo,+233202270060,https://lh5.googleusercontent.com/p/AF1QipMtCMUmq5dRyHrwLbtjbm6xCKpOwYZWVPn0jMPP=w426-h240-k-no,31.0,School,,['school'],0xfdf9bfe92f9a2ef:0x4a5524285675d174,5356227087494926708,5.590641499999999,-0.18894619999999998,True,,False,Max5,4.9,16.0,,0.0,0.0,0.0,1.0,15.0,Ayawaso,E Kanda Rd,Accra,,,GH,,,,,,,,close,,,
maps_search,19,19,,Holy Trinity Cathedral Senior High School (HOTCASS)),,,,,"GP 2440, High St, Accra","GP 2440, High St, Accra",ChIJpxSx4r-Q3w8R6DHg5E0jDGA,+233270742862,https://lh5.googleusercontent.com/p/AF1QipMfAf_Iiy68AZdfaGdDk1DZVpiXz5iSpfH2ymAG=w408-h544-k-no,20.0,Senior high school,,['senior_high_school'],0xfdf90bfe2b114a7:0x600c234de4e031e8,6920945544820961768,5.5414297,-0.205838,False,,False,Max5,4.4,22.0,,0.0,2.0,2.0,3.0,15.0,Osu Klottey,"GP 2440, High St",Accra,,,GH,,,,,,,,close,,,
maps_search,20,20,,Dansoman Senior High School,,,,,"last stop, Dansoman estates, Accra","last stop, Dansoman estates, Accra",ChIJEdCSKJeX3w8RFl04jjcYbmA,+233596039633,https://lh5.googleusercontent.com/p/AF1QipNe--qk-9thXZx9TJCIj-UM-npc_56DTY-ZfUL5=w408-h306-k-no,6.0,Senior high school,,['senior_high_school'],0xfdf97972892d011:0x606e18378e385d16,6948517901967580438,5.5427477,-0.2565425,True,,False,Max5,4.0,3.0,,0.0,0.0,1.0,1.0,1.0,Ablekuma,"last stop, Dansoman estates",Accra,,,GH,,"[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]",,open,,,
maps_search,21,21,www.hismajestyacademy.com,His Majesty Senior High School,http://www.hismajestyacademy.com/,,,,"Ameo Lake, Accra","Ameo Lake, Accra",ChIJG-RiQrqX3w8RZ3xkfK-QBCI,+233244277107,https://lh5.googleusercontent.com/p/AF1QipNYVu2Tk05zrcv_0HDS8ajVvsgjCNUF2SAzDxlt=w408-h306-k-no,26.0,Middle school,,['middle_school'],0xfdf97ba4262e41b:0x220490af7c647c67,2451243180577029223,5.5497081999999995,-0.2661647,True,,False,Max5,4.0,2.0,,0.0,0.0,1.0,0.0,1.0,Ablekuma,Ameo Lake,Accra,,,GH,,"[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 19, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 18, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 18, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 19, 'minute': 0}}]","[{'open': {'hour': 7, 'minute': 0}, 'close': {'hour': 19, 'minute': 0}}]","[{'open': {'hour': 9, 'minute': 0}, 'close': {'hour': 14, 'minute': 0}}]",open,,,
maps_search,22,22,,Dansis Senior High School,,,,,"Near Danwright Pharmacy, Accra","Near Danwright Pharmacy, Accra",ChIJcfd8MWeZ3w8RZQTtpleEt4o,+233244784277,,,Educational institution,,['educational_institution'],0xfdf9967317cf771:0x8ab78457a6ed0465,9995603409969677413,5.5913683,-0.24980899999999998,True,,False,Max5,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,Okaikoi South Sub-Metro,Near Danwright Pharmacy,Accra,,,GH,,"[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]",,open,,,
maps_search,23,23,,Jita Senior High School,,,,,"Michel Camp Rd, Accra","Michel Camp Rd, Accra",ChIJQdWpVbqZ3w8RXKYH5OgHT-o,+233275212277,,,Educational institution,,['educational_institution'],0xfdf99ba55a9d541:0xea4f07e8e407a65c,16883722224874792540,5.5913683,-0.24980899999999998,True,,False,,,,,,,,,,Okaikoi South Sub-Metro,Michel Camp Rd,Accra,,,GH,,"[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]",,open,,,
maps_search,24,24,,Kaneshie Senior High Technical School,,,,,"Mount Zion St, Accra","Mount Zion St, Accra",ChIJIyaDHt6Z3w8RDTeBg5-lAgM,+233200648567,https://lh5.googleusercontent.com/p/AF1QipOrlNkOpnDx6u-zvyDpW7YMBRSgsqb9YFUul2OE=w408-h544-k-no,34.0,Senior high school,,['senior_high_school'],0xfdf99de1e832623:0x302a59f8381370d,216917836591871757,5.5658066,-0.24328819999999998,True,,False,Max5,4.3,62.0,,3.0,3.0,8.0,9.0,39.0,Ablekuma,Mount Zion St,Accra,,,GH,,"[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 16, 'minute': 0}}]",,open,,,
maps_search,25,25,,ST ANDREWS SHS ACCRA-TESHIE,,,,,"EXPLOITS TEMPLE ST GZ-076-5152 Accra (Teshie, Tsui Bleoo Rd","EXPLOITS TEMPLE ST GZ-076-5152 Accra (Teshie, Tsui Bleoo Rd",ChIJp3YLbUSF3w8ReRMO91Fjd_c,+233249832015,https://lh5.googleusercontent.com/p/AF1QipOXeZIE_IYxp4tNd0MSC2SPU9HZBxiBJk6iS6k2=w408-h408-k-no,7.0,High school,,['high_school'],0xfdf85446d0b76a7:0xf7776351f70e1379,17831830453285163897,5.6044282,-0.1142043,True,,False,Max5,3.9,10.0,,2.0,0.0,0.0,3.0,5.0,Kpeshie,"EXPLOITS TEMPLE ST GZ-076-5152 Accra (Teshie, Tsui Bleoo Rd",Accra,,,GH,"[{'open': {'hour': 13, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]","[{'open': {'hour': 8, 'minute': 0}, 'close': {'hour': 17, 'minute': 0}}]",open,,,
maps_search,26,26,www.tinasco.org,"Hudai Tiwnkli International Senior High School, TINASCO",http://www.tinasco.org/,,,,"E Kanda Rd, Accra","E Kanda Rd, Accra",ChIJ76L5kv6b3w8RdNF1VigkVUo,+233202270060,https://lh5.googleusercontent.com/p/AF1QipMtCMUmq5dRyHrwLbtjbm6xCKpOwYZWVPn0jMPP=w426-h240-k-no,31.0,School,,['school'],0xfdf9bfe92f9a2ef:0x4a5524285675d174,5356227087494926708,5.590641499999999,-0.18894619999999998,True,,False,Max5,4.9,16.0,,0.0,0.0,0.0,1.0,15.0,Ayawaso,E Kanda Rd,Accra,,,GH,,,,,,,,close,,,
maps_search,27,27,,Holy Trinity Cathedral Senior High School (HOTCASS)),,,,,"GP 2440, High St, Accra","GP 2440, High St, Accra",ChIJpxSx4r-Q3w8R6DHg5E0jDGA,+233270742862,https://lh5.googleusercontent.com/p/AF1QipNkbxO5vhiJAsALv8KqRfHA5l0fonb8w6zSwVah=w408-h544-k-no,20.0,Senior high school,,['senior_high_school'],0xfdf90bfe2b114a7:0x600c234de4e031e8,6920945544820961768,5.5414297,-0.205838,False,,False,Max5,4.4,22.0,,0.0,2.0,2.0,3.0,15.0,Osu Klottey,"GP 2440, High St",Accra,,,GH,,,,,,,,close,,,
